,koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_duration,koi_depth,koi_impact,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_model_snr
8402,FALSE POSITIVE,1,0,1,1,0.61566096,2.669,13.9,0.161,0.84,3459.0,33790.36,6619.0,3.89,2.23,8.5
8403,FALSE POSITIVE,1,0,1,1,1.23140522,3.338,51.3,0.412,0.81,1756.0,2252.47,5600.0,4.32,1.118,10.8
8404,CANDIDATE,0,0,0,0,11.3251153,2.126,297.2,0.352,1.26,674.0,48.78,5334.0,4.574,0.727,7.0
8405,FALSE POSITIVE,0,0,0,1,31.9714488,8.52,42.9,0.34,0.87,674.0,48.92,5846.0,4.169,1.323,9.2
8406,FALSE POSITIVE,0,1,0,0,9.762550001,4.87531,41580.0,1.006,68.93,1375.0,843.46,7199.0,4.055,1.95,827.0
8407,CANDIDATE,0,0,0,0,16.9163386,2.521,64.2,0.6327,0.68,648.0,41.74,5628.0,4.513,0.81,6.3
8408,CANDIDATE,0,0,0,0,37.0200232,1.421,581.0,0.308,2.14,507.0,15.66,5685.0,4.537,0.886,6.6
8409,FALSE POSITIVE,0,0,0,1,2.521265,2.69,36.5,0.463,1.16,2049.0,4175.66,6306.0,3.828,1.874,5.9
8410,FALSE POSITIVE,0,1,0,0,5.674353343,4.17722,36484.0,1.167,51.63,1053.0,290.75,5594.0,4.303,1.071,1098.3
8411,FALSE POSITIVE,0,1,0,0,0.734426335,2.7415,99056.0,0.971,51.42,2106.0,4660.36,6108.0,4.471,0.997,429.7
8412,FALSE POSITIVE,0,0,1,1,0.734426409,1.569,94.1,0.039,0.98,2223.0,5800.4,6406.0,4.458,1.005,10.4
8413,CANDIDATE,0,0,0,0,0.565713361,0.954,86.4,0.23,0.81,1917.0,3197.67,5220.0,4.48,0.881,11.6
8414,FALSE POSITIVE,0,1,0,0,13.782522208,8.27762,248940.0,0.718,41.84,605.0,31.69,5246.0,4.604,0.668,1524.1
8415,FALSE POSITIVE,0,0,1,1,1.89121656,5.14,66.8,0.404,0.73,1434.0,997.34,5741.0,4.438,0.884,10.7
8416,FALSE POSITIVE,0,1,0,0,3.693702974,3.37146,25208.0,1.19,62.55,1453.0,1054.1,6309.0,4.265,1.396,568.7
8417,FALSE POSITIVE,0,1,0,0,10.265613245,5.67553,150460.0,0.667,61.45,1000.0,236.6,5865.0,4.169,1.423,5640.0
8418,FALSE POSITIVE,0,1,0,0,2.163569702,7.60963,54518.0,1.116,85.64,1996.0,3760.06,6425.0,4.04,1.718,1513.2
8419,FALSE POSITIVE,0,1,1,1,0.730956716,2.097,27.8,0.129,0.57,2192.0,5431.8,6028.0,4.371,1.078,11.2
8420,FALSE POSITIVE,0,0,1,1,7.04715073,1.434,282.5,0.272,1.54,932.0,178.49,5941.0,4.519,0.911,9.8
8421,FALSE POSITIVE,0,1,0,0,7.047106212,3.16223,69626.0,1.077,119.64,1846.0,2744.25,8162.0,3.973,2.321,548.5
8422,FALSE POSITIVE,1,0,0,0,0.961292561,4.64294,325530.0,0.579,92.55,2344.0,7160.97,6300.0,4.188,1.404,1703.0
8423,FALSE POSITIVE,0,1,0,0,63.68192888,12.6047,341720.0,0.583,71.45,486.0,13.15,5979.0,4.386,1.054,963.5
8424,FALSE POSITIVE,0,1,0,0,9.455586047,8.42272,115170.0,0.791,178.47,1972.0,3576.17,7221.0,3.488,4.24,1876.9
8425,FALSE POSITIVE,0,1,0,0,1.246585716,4.62051,406770.0,0.427,81.28,1992.0,3709.26,6440.0,4.369,1.183,2165.3
8426,FALSE POSITIVE,0,1,0,1,0.898932836,2.437,61.1,0.565,1.51,2489.0,9056.7,5712.0,3.959,1.872,22.3
8427,FALSE POSITIVE,0,0,1,1,3.45423296,2.965,149.8,0.893,0.95,743.0,71.74,4186.0,4.662,0.635,10.2
8428,FALSE POSITIVE,0,1,0,0,7.304451735,4.09326,143630.0,1.013,59.02,931.0,177.19,6024.0,4.523,0.9,2096.8
8429,FALSE POSITIVE,0,1,0,0,1.181046137,2.6923,52609.0,1.165,37.78,1389.0,878.27,5229.0,4.58,0.692,324.4
8431,FALSE POSITIVE,0,1,0,0,2.025580416,4.48448,44998.0,0.434,43.23,2102.0,4618.62,6348.0,3.996,1.99,987.8
8432,FALSE POSITIVE,0,0,1,0,58.64379,24.44,182.1,0.226,1.05,437.0,8.59,5833.0,4.537,0.775,12.0
8433,FALSE POSITIVE,0,1,0,0,20.28281916,36.048,2797.5,0.719,22.46,1141.0,401.55,5043.0,3.284,3.956,306.7
8434,FALSE POSITIVE,0,1,0,0,4.931365987,14.7088,255950.0,0.686,139.59,1755.0,2239.55,6562.0,3.835,2.263,772.7
8435,FALSE POSITIVE,0,1,0,0,4.331392455,3.7278,200400.0,0.306,38.82,1051.0,288.51,5655.0,4.472,0.854,1234.3
8436,FALSE POSITIVE,0,1,0,0,345.1846728,6.5468,29989.0,1.179,44.91,257.0,1.03,5712.0,4.424,0.971,687.5
8437,FALSE POSITIVE,0,1,0,0,9.58405667,6.82752,119630.0,0.798,99.66,1212.0,510.85,5605.0,3.813,2.275,2595.9
8438,FALSE POSITIVE,0,0,1,0,5.2436612,11.39,88.3,0.436,1.1,1249.0,574.76,6598.0,4.387,1.145,14.5
8439,FALSE POSITIVE,0,1,0,1,3.7789374,10.767,56.0,0.6778,0.48,860.0,129.06,5017.0,4.653,0.605,15.1
8440,FALSE POSITIVE,0,1,0,0,1.88984957,19.45,249670.0,1.182,73.04,1221.0,526.5,5328.0,4.571,0.716,401.5
8443,FALSE POSITIVE,1,0,1,0,2.49904083,2.651,128.2,0.01,1.04,1258.0,592.18,5525.0,4.458,0.93,8.1
8444,FALSE POSITIVE,0,0,0,1,1.99567242,3.58,18.0,0.564,0.75,2137.0,4939.44,6773.0,4.063,1.69,14.2
8445,FALSE POSITIVE,1,0,0,0,0.89879279,1.031,26.6,0.249,0.57,2116.0,4765.1,6224.0,4.373,1.096,5.7
8446,FALSE POSITIVE,0,1,0,0,16.434352831,5.15682,45700.0,0.572,25.25,789.0,91.8,5963.0,4.322,1.134,2171.4
8447,FALSE POSITIVE,0,1,1,1,0.566793818,4.929,100.3,0.985,1.17,2027.0,3972.65,5707.0,4.538,0.828,18.3
8448,FALSE POSITIVE,0,0,0,1,0.566797474,2.708,98.8,0.575,1.04,2270.0,6276.39,6046.0,4.478,1.007,12.3
8449,FALSE POSITIVE,0,1,1,0,1.585673651,3.20763,44116.0,1.148,50.53,1648.0,1740.78,6117.0,4.457,1.025,717.5
8450,FALSE POSITIVE,0,1,0,0,14.797219157,7.61037,252700.0,0.157,47.71,787.0,90.8,6343.0,4.495,0.931,7795.3
8451,FALSE POSITIVE,0,1,0,0,6.49066214,3.47128,195090.0,0.798,33.46,621.0,35.28,4448.0,4.684,0.563,1680.0
8452,FALSE POSITIVE,0,1,0,0,7.11879848,4.11282,107660.0,0.983,41.17,819.0,106.52,5578.0,4.601,0.754,1483.2
8453,FALSE POSITIVE,0,0,1,0,6.99510404,1.7556,71.8,0.77,216.92,7492.0,744614.96,3681.0,0.25,229.908,6.3
8455,FALSE POSITIVE,0,1,0,0,2.897829967,3.17788,163090.0,0.756,54.35,1454.0,1054.79,6318.0,4.366,1.077,1305.8
8456,CANDIDATE,0,0,0,0,4.88698386,1.127,125.4,0.661,1.2,1133.0,389.31,6152.0,4.464,1.009,10.1
8457,FALSE POSITIVE,0,1,0,0,0.706428634,1.75182,372130.0,0.393,47.64,1416.0,951.77,4429.0,4.569,0.736,1066.7
8458,FALSE POSITIVE,0,1,0,0,10.8632531,37.68,188.2,1.187,19.93,802.0,98.04,5896.0,4.516,0.914,25.4
8459,FALSE POSITIVE,0,1,0,0,1.46842648,6.6666,151000.0,0.633,40.3,1559.0,1402.93,5539.0,4.381,0.959,622.8
8460,FALSE POSITIVE,0,1,0,0,4.305917719,5.61993,361390.0,0.549,71.49,1266.0,607.76,6502.0,4.44,1.037,6104.8
8462,CANDIDATE,0,0,0,0,8.47484677,2.067,217.8,0.872,1.35,780.0,87.55,5564.0,4.587,0.785,9.7
8463,FALSE POSITIVE,0,1,1,1,2.535389624,2.902,418.1,1.189,16.24,1113.0,362.73,5488.0,4.629,0.706,27.3
8465,FALSE POSITIVE,1,0,0,0,1.627538928,5.583,39.0,0.769,1.42,2520.0,9504.13,6854.0,3.934,2.088,29.9
8466,FALSE POSITIVE,0,1,0,0,1.506503686,5.02151,477100.0,0.401,178.15,3250.0,26341.29,8751.0,4.026,2.352,3289.1
8467,FALSE POSITIVE,0,1,0,0,1.679585725,7.34648,101790.0,0.97,28.99,970.0,209.45,4462.0,4.7,0.554,1884.3
8468,FALSE POSITIVE,0,1,0,0,5.40346248,7.6494,261350.0,0.521,108.46,1559.0,1398.38,6350.0,3.921,1.984,2851.3
8469,CANDIDATE,0,0,0,0,34.0357766,3.849,386.6,0.6983,1.05,337.0,3.06,4367.0,4.739,0.501,9.6
8470,FALSE POSITIVE,0,1,0,0,0.824851807,1.93637,30099.0,1.185,78.0,2539.0,9801.46,5658.0,3.903,1.654,642.2
8471,FALSE POSITIVE,0,1,1,1,0.82484293,1.383,618.6,0.03,97.92,8138.0,1040816.86,4148.0,1.458,41.424,10.0
8472,FALSE POSITIVE,0,1,1,1,4.4473549,18.99,203.6,0.98,1.52,954.0,195.56,5531.0,4.597,0.764,25.9
8474,FALSE POSITIVE,0,0,1,1,7.51509713,2.62,187.1,0.934,1.23,685.0,51.99,4867.0,4.63,0.696,10.1
8475,FALSE POSITIVE,0,1,0,0,7.51514595,3.54486,117460.0,0.84,35.8,842.0,118.99,5624.0,4.516,0.777,1676.8
8476,FALSE POSITIVE,0,1,0,0,19.230038188,7.04412,266180.0,0.694,186.53,1361.0,810.65,7703.0,3.844,2.916,7232.1
8477,FALSE POSITIVE,0,1,0,0,21.120005744,2.05573,13054.0,0.986,31.2,880.0,141.75,6195.0,4.069,1.598,443.9
8478,FALSE POSITIVE,1,0,0,0,0.82206761,3.8281,26190.0,1.216,91.21,2941.0,17747.85,6531.0,3.962,1.921,486.3
8479,CANDIDATE,0,0,0,0,4.74701479,2.464,3622.0,64.5159,13333.5,1640.0,1708.72,6531.0,3.962,1.921,10.1
8480,CANDIDATE,0,0,0,0,1.96682825,1.645,214.3,0.415,1.18,1283.0,638.54,5595.0,4.581,0.796,9.5
8481,FALSE POSITIVE,0,1,0,0,45.035589512,9.8341,404840.0,0.499,82.4,600.0,30.66,6484.0,4.386,1.153,1763.5
8482,CANDIDATE,0,0,0,0,4.237447181,0.3792,350.1,0.187,2.26,1172.0,446.38,5993.0,4.425,0.993,11.1
8483,CANDIDATE,0,0,0,0,4.0953585,44.35,226.8,1.0194,7.76,1680.0,1884.15,6839.0,4.094,1.7,60.2
8484,CANDIDATE,0,0,0,0,0.92623983,1.267,411.4,0.058,1.16,1208.0,504.34,4494.0,4.692,0.591,9.1
8485,FALSE POSITIVE,1,0,0,0,3.10197712,7.083,124.6,0.984,2.64,2246.0,6009.05,8709.0,4.232,1.797,63.3
8486,FALSE POSITIVE,0,1,0,0,2.618414643,4.99923,200860.0,0.356,109.33,2582.0,10502.8,8143.0,3.96,2.361,3260.0
8487,FALSE POSITIVE,0,0,1,1,2.61844178,3.203,45.1,0.182,2.16,2033.0,4044.74,5088.0,3.502,3.293,12.7
8488,FALSE POSITIVE,0,1,0,0,19.407958161,6.09676,142060.0,0.905,44.96,633.0,37.92,5702.0,4.485,0.799,2506.6
8489,FALSE POSITIVE,1,0,0,1,0.933747375,5.974,198.9,1.063,8.93,2003.0,3820.18,6224.0,4.454,1.024,35.9
8490,FALSE POSITIVE,0,1,0,0,37.910213899,3.11152,103470.0,0.963,29.45,358.0,3.89,4623.0,4.686,0.56,1065.9
8491,FALSE POSITIVE,0,0,1,1,3.74785307,3.444,145.9,0.217,9.04,2440.0,8389.62,4929.0,3.001,7.7,17.0
8492,FALSE POSITIVE,0,1,0,0,3.747835042,5.28519,188920.0,0.547,141.7,2697.0,12482.82,8529.0,3.769,3.065,6016.2
8493,FALSE POSITIVE,0,1,0,0,0.94754848,1.7347,11348.0,11.1936,224.79,622.0,35.37,3246.0,5.087,0.2,44.7
8494,FALSE POSITIVE,0,0,1,1,1.75643185,2.397,51.6,0.115,0.58,1366.0,821.36,5696.0,4.57,0.812,9.6
8495,FALSE POSITIVE,0,1,0,0,1.756466865,4.7781,188220.0,0.824,87.4,1831.0,2652.65,5726.0,4.077,1.465,541.9
8496,FALSE POSITIVE,0,1,0,0,33.159475806,9.01353,222170.0,0.768,146.47,1068.0,307.53,7967.0,4.001,2.379,3733.6
8497,FALSE POSITIVE,0,1,0,0,46.14869106,19.092,349630.0,0.002,114.2,647.0,41.46,5383.0,3.908,1.935,1021.3
8498,FALSE POSITIVE,0,1,0,0,60.2976774,14.2561,315890.0,0.596,63.57,481.0,12.63,5995.0,4.434,0.977,1215.8
8499,CANDIDATE,0,0,0,0,0.875197345,0.052,0.0,1.004,0.73,2518.0,9497.39,5855.0,3.999,1.796,0.0
8500,CANDIDATE,0,0,0,0,13.2298203,3.566,157.8,0.435,1.5,856.0,126.84,6049.0,4.353,1.176,10.0
8501,CANDIDATE,0,0,0,0,3.71840884,3.611,77.2,0.192,0.84,1184.0,464.19,5982.0,4.493,0.96,9.6
8502,FALSE POSITIVE,0,1,0,0,1.703347524,3.3039,504410.0,0.223,47.62,1202.0,495.27,5325.0,4.657,0.648,1288.0
8503,FALSE POSITIVE,0,0,1,1,1.70332915,1.663,98.5,0.307,0.86,1420.0,965.03,5749.0,4.547,0.864,8.9
8504,FALSE POSITIVE,0,0,1,0,20.413812,5.806,496.4,1.158,16.5,586.0,27.84,5514.0,4.569,0.826,11.6
8505,CANDIDATE,0,0,0,0,5.32737192,2.226,107.7,0.3554,0.7,782.0,88.33,4905.0,4.593,0.679,6.8
8506,FALSE POSITIVE,0,1,0,0,67.41958542,7.645,182170.0,0.72,49.46,470.0,11.48,6071.0,4.425,0.962,836.0
8507,FALSE POSITIVE,1,0,0,0,7.363572395,5.7545,129700.0,0.922,82.22,1287.0,649.25,6793.0,4.208,1.508,224.9
8508,CANDIDATE,0,0,0,0,5.90260586,1.832,337.7,0.1049,1.26,759.0,78.58,4960.0,4.627,0.707,8.2
8509,FALSE POSITIVE,0,1,0,0,33.693201537,7.44219,508770.0,0.379,68.86,518.0,17.07,5427.0,4.448,0.899,1618.4
8510,CANDIDATE,0,0,0,0,22.80265,19.34,53.1,0.1018,2.36,1045.0,281.59,5011.0,3.321,3.324,11.8
8511,FALSE POSITIVE,0,1,0,0,1.120997701,11.243,145.6,1.114,66.58,3992.0,60096.61,6720.0,3.373,4.845,58.1
8512,FALSE POSITIVE,0,1,0,0,1.874967748,10.0159,31526.0,0.817,378.99,4440.0,91765.97,4588.0,2.232,18.328,1566.6
8513,CANDIDATE,0,0,0,0,29.9315174,2.53,353.0,0.5986,1.58,517.0,16.9,5551.0,4.57,0.809,5.6
8514,CANDIDATE,0,0,0,0,0.602277579,2.38,34.6,0.7502,0.78,2699.0,12545.82,6510.0,4.256,1.228,26.7
8515,FALSE POSITIVE,0,0,1,1,2.40440112,5.49,27.1,0.669,0.42,1172.0,447.52,5433.0,4.55,0.769,16.7
8516,FALSE POSITIVE,0,0,1,1,21.926779,10.05,198.6,0.542,1.26,618.0,34.52,5853.0,4.544,0.868,10.5
8517,FALSE POSITIVE,0,1,0,0,25.706001174,10.969,464960.0,0.43,67.11,579.0,26.55,5642.0,4.498,0.903,2008.1
8518,CANDIDATE,0,0,0,0,27.2173855,3.268,155.9,0.6516,1.34,667.0,46.8,6263.0,4.404,1.019,6.7
8519,FALSE POSITIVE,1,0,0,0,501.90703,12.43,306.9,0.0805,1.83,254.0,0.99,6316.0,4.413,1.036,10.3
8520,CANDIDATE,0,0,0,0,6.27651592,1.973,166.0,0.172,0.65,532.0,18.89,3914.0,4.748,0.515,8.9
8521,FALSE POSITIVE,0,1,0,0,3.115304946,4.88748,149520.0,0.89,61.66,1404.0,918.39,6367.0,4.419,1.087,1398.8
8522,CANDIDATE,0,0,0,0,16.214474,4.149,161.7,0.6311,3.53,1256.0,587.82,6801.0,3.833,2.637,9.4
8523,FALSE POSITIVE,1,0,0,1,12.422524,13.55,33.9,0.566,0.86,1107.0,354.37,7225.0,4.281,1.414,6.7
8524,FALSE POSITIVE,0,1,0,1,12.4269264,21.826,126.6,0.04,1.66,906.0,159.5,5349.0,4.044,1.505,28.3
8525,FALSE POSITIVE,1,0,1,1,12.4261809,29.09,92.2,0.98,1.88,976.0,214.85,5948.0,4.106,1.432,39.0
8526,FALSE POSITIVE,1,0,0,0,0.61810542,6.666,12264.0,1.2326,39.52,1994.0,3735.52,5371.0,4.403,0.949,118.7
8527,FALSE POSITIVE,0,0,1,0,1.06995136,1.322,54.8,0.176,0.9,1991.0,3730.45,5869.0,4.274,1.221,10.8
8528,FALSE POSITIVE,0,1,0,0,2.158398259,8.1633,93038.0,0.996,101.02,1829.0,2649.52,5210.0,3.778,1.946,217.0
8529,FALSE POSITIVE,0,1,0,0,359.534371,24.205,5732.0,100.806,64333.8,491.0,13.7,5087.0,3.183,5.899,96.0
8530,CANDIDATE,0,0,0,0,0.9951412,5.588,101.7,0.998,0.22,509.0,15.69,3325.0,5.364,0.109,17.6
8531,FALSE POSITIVE,1,0,0,0,534.86668,8.19,565.0,0.113,4.3,328.0,2.74,6668.0,4.074,1.791,8.3
8532,CANDIDATE,0,0,0,0,43.535891,4.712,576.6,0.258,1.86,444.0,9.19,5481.0,4.592,0.778,13.9
8533,FALSE POSITIVE,1,0,0,0,1.39797542,9.06,43.2,0.077,0.49,1316.0,709.8,5074.0,4.536,0.761,15.5
8534,FALSE POSITIVE,0,0,0,1,2.2127498,3.054,22.7,0.229,0.68,1801.0,2494.14,6195.0,4.106,1.405,9.3
8535,FALSE POSITIVE,1,0,0,0,0.776976021,1.95401,21245.0,1.222,48.15,2083.0,4459.03,5999.0,4.423,1.042,1582.9
8536,FALSE POSITIVE,0,1,0,0,2.25353739,5.74622,182830.0,0.82,96.65,2056.0,4215.56,6951.0,4.119,1.662,904.8
8537,FALSE POSITIVE,0,1,0,0,17.99646148,4.65638,62755.0,1.091,114.45,1004.0,240.38,5684.0,3.788,2.249,1951.8
8538,FALSE POSITIVE,0,1,0,0,1.386249249,2.99104,47188.0,1.135,78.6,2137.0,4939.8,6226.0,4.135,1.594,560.0
8539,FALSE POSITIVE,1,0,0,0,0.53482911,0.996,704.0,0.3597,0.54,753.0,75.82,3229.0,5.08,0.201,9.8
8540,FALSE POSITIVE,1,0,0,1,0.566799833,5.543,198.0,0.851,1.27,1900.0,3084.6,5488.0,4.584,0.789,54.0
8541,FALSE POSITIVE,1,0,1,1,0.566795728,2.79,18.9,0.653,0.64,2755.0,13656.59,6130.0,4.151,1.393,12.4
8542,FALSE POSITIVE,0,1,0,0,14.665759784,3.65814,336980.0,0.576,67.17,712.0,60.89,5385.0,4.369,1.002,1143.6
8543,FALSE POSITIVE,1,0,1,1,0.566780836,4.937,60.9,0.005,0.75,2204.0,5608.62,5949.0,4.493,0.962,18.7
8544,CANDIDATE,0,0,0,0,4.7368156,2.84,35.3,0.218,0.6,1137.0,395.05,6088.0,4.456,1.011,6.9
8545,FALSE POSITIVE,0,1,0,0,15.44605962,4.5963,330910.0,0.3,52.93,701.0,57.04,5838.0,4.529,0.897,2025.2
8546,FALSE POSITIVE,0,1,0,0,1.790518325,3.34624,61542.0,0.643,32.19,1850.0,2761.65,6586.0,4.319,1.219,2493.3
8547,CANDIDATE,0,0,0,0,40.7698541,2.997,239.8,0.202,1.87,585.0,27.73,5884.0,4.306,1.21,8.8
8548,CANDIDATE,0,0,0,0,129.222771,7.272,445.3,0.867,2.01,288.0,1.63,4934.0,4.515,0.809,12.0
8549,FALSE POSITIVE,1,0,0,0,1.03905082,3.035,43.8,0.4522,0.87,2297.0,6581.45,6558.0,4.239,1.28,9.9
8550,FALSE POSITIVE,1,0,1,0,0.503201954,0.167,43.0,0.3279,2.99,3550.0,37526.28,6157.0,3.827,2.306,8.0
8551,FALSE POSITIVE,0,1,0,0,7.140373046,7.07032,205260.0,0.309,61.56,1132.0,388.56,5945.0,4.168,1.333,3250.0
8552,FALSE POSITIVE,0,1,0,0,53.647084859,19.9499,219100.0,0.432,142.04,753.0,75.91,5261.0,3.506,2.943,3272.4
8553,FALSE POSITIVE,0,1,0,0,2.496328637,2.73115,20527.0,1.199,112.28,2317.0,6804.42,6757.0,3.842,2.615,1412.4
8554,FALSE POSITIVE,0,1,0,0,16.31328124,4.45731,71589.0,0.768,30.85,747.0,73.51,6008.0,4.44,1.006,982.3
8555,FALSE POSITIVE,0,1,0,0,1.721313779,3.54768,534620.0,0.315,83.69,1627.0,1658.35,5960.0,4.371,1.073,742.8
8556,CANDIDATE,0,0,0,0,5.01880305,1.823,98.7,0.172,1.08,1178.0,455.98,6220.0,4.398,1.083,10.3
8557,FALSE POSITIVE,0,1,0,1,1.50650745,2.622,27.8,0.677,1.13,2498.0,9242.43,6839.0,4.003,2.02,14.4
8558,FALSE POSITIVE,0,1,0,0,8.209514329,4.14104,141390.0,1.079,149.52,1371.0,834.79,6258.0,3.882,2.111,6579.3
8559,FALSE POSITIVE,0,1,0,0,3.431126546,2.7986,40248.0,1.161,47.48,1251.0,580.05,5815.0,4.349,0.969,308.5
8560,FALSE POSITIVE,0,1,0,0,1.583334941,4.4854,177070.0,0.781,52.0,1548.0,1362.14,5846.0,4.472,0.953,368.8
8562,FALSE POSITIVE,1,0,0,0,8.429438192,3.94306,456350.0,0.428,49.49,582.0,27.16,4268.0,4.602,0.68,3072.5
8563,CANDIDATE,0,0,0,0,299.70688,15.39,230.7,0.1196,1.15,237.0,0.75,5606.0,4.597,0.76,8.6
8564,CANDIDATE,0,0,0,0,14.461834,7.156,80.2,0.065,1.05,785.0,89.86,5457.0,4.239,1.196,9.0
8565,FALSE POSITIVE,0,0,1,0,7.9320191,8.18,125.1,0.5896,1.04,811.0,102.05,5219.0,4.441,0.905,8.8
8566,FALSE POSITIVE,0,1,0,0,1.374249107,5.3181,136660.0,0.771,96.85,2725.0,13078.76,7053.0,3.958,2.121,520.3
8567,FALSE POSITIVE,0,0,1,1,8.4804737,6.157,337.0,0.33,1.85,930.0,176.51,6092.0,4.471,0.998,14.5
8569,FALSE POSITIVE,0,1,0,0,4.994773558,4.48893,259760.0,0.416,62.69,1264.0,604.21,6253.0,4.271,1.181,5742.0
8570,FALSE POSITIVE,0,1,0,0,1.105094098,4.38191,730500.0,0.161,267.59,3771.0,47811.67,8011.0,3.773,2.927,3732.8
8572,FALSE POSITIVE,0,1,0,0,0.8170226,2.974,167700.0,0.843,57.56,1947.0,3416.07,5780.0,4.438,1.0,240.1
8573,CANDIDATE,0,0,0,0,4.48538145,2.297,168.1,0.1296,0.96,962.0,202.75,5654.0,4.607,0.737,8.2
8574,FALSE POSITIVE,0,1,0,0,19.40669392,5.27765,464520.0,0.424,57.97,597.0,30.05,5622.0,4.588,0.778,1496.8
8575,FALSE POSITIVE,0,1,0,0,7.143708297,5.83451,202680.0,0.162,44.78,943.0,187.0,5655.0,4.386,0.992,2368.6
8576,FALSE POSITIVE,0,1,1,1,0.952377862,4.0869,2122.3,1.248,28.44,1713.0,2023.36,5662.0,4.524,0.863,390.8
8577,FALSE POSITIVE,0,1,0,0,3.521050679,3.5323,4879.8,1.266,256.2,2434.0,8306.9,5149.0,3.109,6.619,337.2
8578,CANDIDATE,0,0,0,0,4.84847245,0.874,554.7,0.191,1.51,667.0,46.85,4137.0,4.625,0.647,11.4
8579,FALSE POSITIVE,0,1,0,0,1.941635737,2.46683,69814.0,1.071,59.71,1728.0,2109.03,6525.0,4.381,1.161,1243.7
8580,FALSE POSITIVE,0,1,0,0,0.539445498,2.2821,25302.0,1.214,68.65,2959.0,18153.51,6486.0,4.174,1.456,511.4
8581,FALSE POSITIVE,0,1,0,0,20.7106853,42.737,1003.0,1.252,89.55,1246.0,570.64,6956.0,3.738,2.888,154.4
8582,FALSE POSITIVE,0,1,0,0,2.521245368,4.24027,418380.0,0.231,56.59,1241.0,560.57,5605.0,4.486,0.854,1495.4
8583,FALSE POSITIVE,0,0,1,1,2.52122764,2.249,127.3,0.298,0.91,1177.0,453.48,5546.0,4.575,0.81,8.9
8584,FALSE POSITIVE,0,0,0,1,2.5212708,2.706,163.3,0.3286,0.81,1003.0,238.81,5110.0,4.674,0.637,7.8
8585,FALSE POSITIVE,0,1,0,0,8.202869679,7.29811,345940.0,0.561,110.46,1190.0,474.09,6060.0,4.059,1.643,6499.9
8586,CANDIDATE,0,0,0,0,11.8436119,6.044,199.3,0.067,1.41,830.0,111.98,6077.0,4.471,0.999,10.4
8587,FALSE POSITIVE,0,1,0,0,3.442714533,3.36034,60039.0,1.142,47.02,1157.0,423.13,5819.0,4.501,0.861,964.8
8588,FALSE POSITIVE,0,0,1,1,475.91706,22.86,967.3,1.222,28.22,221.0,0.56,5334.0,4.372,1.004,15.3
8589,FALSE POSITIVE,1,0,0,0,0.858285844,1.799,43.4,0.3323,0.9,2274.0,6321.2,5945.0,4.196,1.346,10.8
8590,CANDIDATE,0,0,0,0,4.88446644,2.057,221.0,0.776,0.84,579.0,26.5,3883.0,4.725,0.517,9.1
8591,CANDIDATE,0,0,0,0,8.9772888,4.72,97.5,0.702,1.79,1113.0,362.75,5597.0,3.963,1.699,10.3
8592,CANDIDATE,0,0,0,0,3.03359398,4.026,95.6,0.023,1.55,1529.0,1294.06,5557.0,4.037,1.616,12.3
8593,CANDIDATE,0,0,0,0,21.9139549,3.271,584.4,1.2,10.39,303.0,2.01,3638.0,4.844,0.42,11.8
8594,FALSE POSITIVE,0,0,0,1,6.238315363,2.501,82.9,0.707,0.7,746.0,73.27,4914.0,4.61,0.724,5.3
8595,CANDIDATE,0,0,0,0,9.3888216,4.154,192.7,1.14,20.91,963.0,202.91,5846.0,4.278,1.24,9.6
8596,FALSE POSITIVE,0,1,0,0,2.115510941,7.2877,415160.0,0.492,191.42,2701.0,12609.03,7563.0,3.883,2.638,1351.5
8597,FALSE POSITIVE,1,0,1,1,1.015044104,10.994,158.2,0.984,1.98,1979.0,3627.61,5910.0,4.318,1.124,33.6
8598,FALSE POSITIVE,0,1,0,0,3.711013336,3.31024,24989.0,1.192,55.69,1436.0,1003.75,6338.0,4.256,1.247,757.0
8599,FALSE POSITIVE,0,0,1,1,2.97606298,4.124,72.2,0.363,5.65,2615.0,11065.06,5321.0,3.158,6.669,17.8
8600,FALSE POSITIVE,1,0,0,1,2.97586085,4.513,105.9,0.117,0.85,1135.0,392.05,5481.0,4.508,0.835,9.1
8601,FALSE POSITIVE,0,1,0,0,14.658013949,3.03316,129640.0,1.141,121.59,855.0,126.35,5146.0,3.986,1.626,3361.5
8602,FALSE POSITIVE,0,1,0,0,18.839487435,5.62797,182720.0,0.421,45.2,734.0,68.54,6208.0,4.454,1.024,2003.1
8603,FALSE POSITIVE,0,0,1,0,0.555973803,1.271,75.3,0.563,1.9,3049.0,20544.64,5445.0,3.776,2.117,23.3
8604,FALSE POSITIVE,0,1,0,0,4.426344495,5.84235,276140.0,0.668,78.3,1316.0,709.74,6228.0,4.277,1.226,732.5
8605,FALSE POSITIVE,0,1,0,0,0.957823876,3.7232,104690.0,0.992,110.91,2649.0,11612.14,5908.0,3.865,2.033,454.1
8606,FALSE POSITIVE,0,1,0,0,5.024768971,3.82433,53046.0,1.038,42.15,1159.0,425.9,6322.0,4.444,0.989,696.5
8607,FALSE POSITIVE,0,1,0,0,30.960216668,15.4308,340410.0,0.58,62.08,527.0,18.3,5291.0,4.423,0.926,4578.3
